Date,Price,Open,High,Low,Vol.,Change %
25-Jan-16,30.5,32.1,32.81,30,310.14K,-5.22
22-Jan-16,32.18,29.62,32.3,29.29,407.78K,10.02
21-Jan-16,29.25,27.99,29.84,27.29,394.26K,4.91
20-Jan-16,27.88,28.66,28.75,27.1,375.40K,-3.06
19-Jan-16,28.76,28.7,30.24,28.6,419.48K,0.74
18-Jan-16,28.55,28.73,29.58,27.67,211.26K,-1.35
15-Jan-16,28.94,31,31.02,28.82,344.46K,-6.74
14-Jan-16,31.03,30.26,31.23,29.73,16.39K,2.38
13-Jan-16,30.31,30.82,31.92,29.96,91.96K,-1.78
12-Jan-16,30.86,31.54,32.38,30.34,142.53K,-2.19
11-Jan-16,31.55,33.34,33.38,31.17,202.06K,-5.96
8-Jan-16,33.55,34.02,34.72,32.78,206.97K,-0.59
7-Jan-16,33.75,34.52,34.74,32.16,291.51K,-1.4
6-Jan-16,34.23,36.64,36.67,34.13,296.86K,-6.01
5-Jan-16,36.42,37.27,37.57,36.24,275.47K,-2.15
4-Jan-16,37.22,37.85,38.99,36.77,321.84K,-0.16
31-Dec-15,37.28,36.57,37.95,36.1,149.60K,2.25
30-Dec-15,36.46,37.29,37.55,36.35,173.51K,-3.52
29-Dec-15,37.79,36.59,37.98,36.56,171.68K,3.19
28-Dec-15,36.62,37.84,37.95,36.41,84.34K,-3.35
24-Dec-15,37.89,37.77,38.1,36.91,111.02K,1.42
23-Dec-15,37.36,36.37,37.88,36.28,196.98K,3.46
22-Dec-15,36.11,36.36,36.72,35.98,166.30K,-0.66
21-Dec-15,36.35,36.55,36.75,36.04,175.12K,-1.44
18-Dec-15,36.88,36.81,37.73,36.41,218.04K,-0.49
17-Dec-15,37.06,37.6,37.93,36.75,200.85K,-0.35
16-Dec-15,37.19,38.09,38.45,37.11,18.23K,-3.28
15-Dec-15,38.45,37.89,39.41,37.55,73.70K,1.4
14-Dec-15,37.92,37.85,38.43,36.33,115.12K,-0.03
11-Dec-15,37.93,39.55,39.74,37.36,167.31K,-4.53
10-Dec-15,39.73,40.44,40.7,39.46,188.99K,-0.95
9-Dec-15,40.11,40.63,41.59,39.57,284.65K,-0.37
8-Dec-15,40.26,40.82,41.45,39.81,328.38K,-1.15
7-Dec-15,40.73,43.26,43.26,40.6,272.44K,-5.28
4-Dec-15,43,43.98,44.82,42.67,345.83K,-1.92
3-Dec-15,43.84,42.77,44.69,42.61,271.48K,3.18
2-Dec-15,42.49,44.32,44.64,42.43,324.06K,-4.39
1-Dec-15,44.44,44.62,45.18,44.03,301.20K,-0.38
30-Nov-15,44.61,44.86,45.75,44.44,235.94K,-0.56
27-Nov-15,44.86,45.57,45.63,44.79,165.31K,-1.32
26-Nov-15,45.46,46.23,46.32,45,97.32K,-1.54
25-Nov-15,46.17,46.04,46.5,45.03,229.11K,0.11
24-Nov-15,46.12,45.11,46.5,44.92,271.93K,2.88
23-Nov-15,44.83,44.46,45.73,43.57,291.00K,0.38
20-Nov-15,44.66,44.38,45.5,44.06,245.34K,1.09
19-Nov-15,44.18,44.3,44.76,43.7,201.03K,0.09
18-Nov-15,44.14,43.97,44.74,43.34,255.68K,1.31
17-Nov-15,43.57,44.7,45.1,43.5,260.70K,-2.22
16-Nov-15,44.56,44.7,45.18,43.15,310.12K,2.18
13-Nov-15,43.61,44.08,44.85,43.57,28.63K,-1.02
12-Nov-15,44.06,45.92,46.27,43.89,132.49K,-3.82
11-Nov-15,45.81,47.08,47.73,45.62,193.34K,-3.44
10-Nov-15,47.44,47.32,47.86,46.96,206.34K,0.53
9-Nov-15,47.19,47.46,48.41,47.01,202.18K,-0.49
6-Nov-15,47.42,48.05,48.58,47.27,245.49K,-1.17
5-Nov-15,47.98,48.84,49,47.93,228.00K,-1.24
4-Nov-15,48.58,50.25,50.87,48.49,328.14K,-3.88
3-Nov-15,50.54,48.9,50.91,48.46,283.36K,3.59
2-Nov-15,48.79,49.5,49.69,48.61,224.28K,-1.55
30-Oct-15,49.56,48.66,50,48.28,238.59K,1.56
29-Oct-15,48.8,49.15,49.38,48.17,213.93K,-0.51
28-Oct-15,49.05,46.91,49.23,46.61,306.60K,4.79
27-Oct-15,46.81,47.43,47.57,46.41,243.11K,-1.54
26-Oct-15,47.54,48,48.33,47.3,193.98K,-0.94
23-Oct-15,47.99,48.32,48.65,47.45,242.06K,-0.19
22-Oct-15,48.08,47.96,48.73,47.65,201.59K,0.48
21-Oct-15,47.85,48.58,48.65,47.5,244.64K,-1.77
20-Oct-15,48.71,48.83,49.2,48.22,253.33K,0.21
19-Oct-15,48.61,50.38,50.68,48.57,223.31K,-3.67
16-Oct-15,50.46,50.21,50.7,49.31,225.96K,3.59
15-Oct-15,48.71,49.01,49.38,48.21,16.79K,-0.9
14-Oct-15,49.15,49.22,49.52,48.71,63.28K,-0.18
13-Oct-15,49.24,50.27,50.7,48.88,108.37K,-1.24
12-Oct-15,49.86,52.64,53.31,49.77,166.83K,-5.3
9-Oct-15,52.65,53.35,54.05,52.21,174.34K,-0.75
8-Oct-15,53.05,51.76,53.52,51.28,219.94K,3.35
7-Oct-15,51.33,52.15,53.15,51.21,299.91K,-1.14
6-Oct-15,51.92,49.35,52.26,48.86,303.58K,5.42
5-Oct-15,49.25,48.08,49.87,47.84,215.45K,2.33
2-Oct-15,48.13,47.99,48.5,46.93,201.59K,0.92
1-Oct-15,47.69,48.4,49.84,47.62,239.32K,-1.41
30-Sep-15,48.37,47.96,49,47.79,219.89K,0.29
29-Sep-15,48.23,47.45,48.65,47.25,181.41K,1.88
28-Sep-15,47.34,48.34,48.44,47.25,188.28K,-2.59
25-Sep-15,48.6,48.17,49.1,47.86,189.40K,0.89
24-Sep-15,48.17,47.88,48.47,47.4,198.04K,0.88
23-Sep-15,47.75,49.08,50.25,47.68,232.27K,-2.71
22-Sep-15,49.08,48.5,49.21,47.7,185.41K,0.33
21-Sep-15,48.92,47.64,48.99,47.48,179.90K,3.05
18-Sep-15,47.47,49.26,49.75,47.16,225.72K,-3.28
17-Sep-15,49.08,49.98,50.14,48.32,228.86K,-1.35
16-Sep-15,49.75,48.06,50.34,47.71,288.33K,6.69
15-Sep-15,46.63,46.65,46.9,45.98,18.46K,0.56
14-Sep-15,46.37,48.08,48.35,46.26,104.06K,-3.68
11-Sep-15,48.14,48.64,48.98,47.16,143.41K,-1.53
10-Sep-15,48.89,47.46,48.95,46.76,192.42K,2.75
9-Sep-15,47.58,49.39,50.04,47.32,173.22K,-3.92
8-Sep-15,49.52,47.76,49.85,47.64,253.29K,3.97
7-Sep-15,47.63,49.27,49.44,47.5,94.80K,-3.99
4-Sep-15,49.61,50.69,51.05,49.25,221.22K,-2.11
3-Sep-15,50.68,50.58,52.46,49.82,270.54K,0.36
2-Sep-15,50.5,48.62,51,47.74,324.84K,1.9
1-Sep-15,49.56,52.92,53.47,48.47,373.64K,-8.48
31-Aug-15,54.15,50.05,54.32,48.25,321.32K,8.19
28-Aug-15,50.05,47.4,50.98,46.61,418.78K,5.24
27-Aug-15,47.56,43.75,47.75,43.7,333.70K,10.25
26-Aug-15,43.14,43.32,43.76,42.81,267.56K,-0.16
25-Aug-15,43.21,42.79,44.5,42.68,292.10K,1.22
24-Aug-15,42.69,45.35,45.46,42.23,305.73K,-6.09
21-Aug-15,45.46,46.34,46.51,45.07,231.80K,-2.49
20-Aug-15,46.62,47.03,47.38,46.03,221.54K,-1.15
19-Aug-15,47.16,48.5,49.11,46.78,250.81K,-3.38
18-Aug-15,48.81,48.55,49.04,48.25,191.53K,0.14
17-Aug-15,48.74,48.76,49.44,48.35,195.61K,-0.59
14-Aug-15,49.03,49.11,49.52,48.8,21.37K,-0.39
13-Aug-15,49.22,49.82,50.39,48.85,115.92K,-0.89
12-Aug-15,49.66,49.38,50.01,48.72,153.81K,0.98
11-Aug-15,49.18,50.22,51.1,48.61,223.21K,-2.44
10-Aug-15,50.41,48.43,50.49,48.24,208.26K,3.7
7-Aug-15,48.61,49.62,50.06,48.42,245.82K,-1.84
6-Aug-15,49.52,49.72,49.83,48.88,236.36K,-0.14
5-Aug-15,49.59,50.14,50.99,49.02,280.76K,-0.8
4-Aug-15,49.99,49.7,50.45,49.58,221.65K,0.95
3-Aug-15,49.52,51.55,52.01,49.36,306.50K,-5.15
31-Jul-15,52.21,53.43,53.47,51.63,212.82K,-2.06
30-Jul-15,53.31,53.6,54.38,53.02,217.29K,-0.13
29-Jul-15,53.38,52.99,54.33,52.51,290.43K,0.15
28-Jul-15,53.3,53.08,54.08,52.28,290.60K,-0.32
27-Jul-15,53.47,54.45,54.89,52.83,226.37K,-2.11
24-Jul-15,54.62,55.39,55.6,54.3,195.04K,-1.18
23-Jul-15,55.27,56.04,56.53,55.1,207.13K,-1.53
22-Jul-15,56.13,56.88,56.9,55.92,221.46K,-1.6
21-Jul-15,57.04,56.55,57.44,56.33,188.88K,0.69
20-Jul-15,56.65,57.12,57.44,56.33,161.06K,-0.79
17-Jul-15,57.1,56.93,57.35,56.4,157.13K,-0.71
16-Jul-15,57.51,57.31,58.21,56.95,14.29K,0.81
15-Jul-15,57.05,58.63,58.81,56.86,79.69K,-2.5
14-Jul-15,58.51,57.71,58.82,56.43,143.12K,1.14
13-Jul-15,57.85,58.35,58.83,56.84,176.87K,-1.5
10-Jul-15,58.73,58.49,59.66,57.86,154.37K,0.2
9-Jul-15,58.61,57.1,59.27,57.01,277.59K,2.73
8-Jul-15,57.05,57.25,57.75,55.87,301.11K,0.35
7-Jul-15,56.85,56.85,57.83,55.1,331.59K,0.55
6-Jul-15,56.54,60,60,56.38,294.89K,-6.27
3-Jul-15,60.32,61.73,62.06,60.12,107.25K,-2.82
2-Jul-15,62.07,61.92,63.2,61.75,206.00K,0.1
1-Jul-15,62.01,63.02,63.35,61.84,266.62K,-2.48
30-Jun-15,63.59,61.77,63.83,61.71,256.88K,2.55
29-Jun-15,62.01,62.85,62.96,61.35,266.55K,-1.98
26-Jun-15,63.26,63.34,63.62,62.5,212.12K,0.09
25-Jun-15,63.2,63.5,63.95,62.72,213.75K,-0.46
24-Jun-15,63.49,64.66,65.05,63.01,256.39K,-1.49
23-Jun-15,64.45,63.21,64.89,62.76,266.02K,1.75
22-Jun-15,63.34,62.57,63.74,62.1,216.39K,0.51
19-Jun-15,63.02,64.2,64.56,62.34,216.17K,-1.93
18-Jun-15,64.26,63.74,64.96,63.44,217.21K,0.61
17-Jun-15,63.87,63.6,65.47,62.6,331.88K,0.27
16-Jun-15,63.7,63.8,64.41,63.42,279.74K,1.74
15-Jun-15,62.61,63.62,63.96,62.24,26.68K,-1.97
12-Jun-15,63.87,64.87,64.95,63.68,101.41K,-1.9
11-Jun-15,65.11,65.57,66.06,64.5,113.46K,-0.9
10-Jun-15,65.7,65.04,66.36,64.88,210.40K,1.26
9-Jun-15,64.88,62.81,65.23,62.72,223.36K,3.49
8-Jun-15,62.69,63.06,63.38,62.47,205.40K,-0.98
5-Jun-15,63.31,62.08,63.43,60.94,248.87K,2.06
4-Jun-15,62.03,63.81,64.08,61.78,235.21K,-2.77
3-Jun-15,63.8,65.38,65.4,63.5,262.66K,-2.58
2-Jun-15,65.49,64.9,65.88,64.58,245.91K,0.94
1-Jun-15,64.88,65.59,65.8,64.25,217.98K,-1.04
29-May-15,65.56,62.89,65.83,62.68,278.46K,4.76
28-May-15,62.58,62.2,62.95,61.24,238.59K,0.84
27-May-15,62.06,63.89,64.67,61.96,257.06K,-2.61
26-May-15,63.72,65.7,65.7,63.29,224.13K,-2.75
25-May-15,65.52,65.56,66.22,64.72,41.14K,0.23
22-May-15,65.37,66.59,66.64,65.1,184.55K,-1.76
21-May-15,66.54,64.89,66.88,64.83,250.91K,2.32
20-May-15,65.03,64.49,65.18,64.1,210.40K,1.58
19-May-15,64.02,66.19,66.39,63.95,253.35K,-3.4
18-May-15,66.27,66.91,67.88,65.92,198.22K,-0.81
15-May-15,66.81,66.75,67,65.37,206.14K,0.33
14-May-15,66.59,66.54,67.29,66.25,23.19K,-0.33
13-May-15,66.81,67.32,68.17,66.41,120.83K,-0.07
12-May-15,66.86,64.77,67.46,64.68,183.27K,3
11-May-15,64.91,65.37,65.75,64.25,202.51K,-0.73
8-May-15,65.39,65.64,66.12,64.23,248.59K,-0.23
7-May-15,65.54,67.37,68.49,65.17,292.89K,-3.29
6-May-15,67.77,67.71,69.63,67.35,296.74K,0.37
5-May-15,67.52,66.33,68.4,66.14,255.64K,1.61
4-May-15,66.45,66.4,67.1,65.95,120.21K,-0.02
1-May-15,66.46,66.78,66.93,65.52,189.32K,-0.48
30-Apr-15,66.78,65.63,66.93,65.37,223.48K,1.43
29-Apr-15,65.84,64.64,66.72,64.13,238.44K,1.86
28-Apr-15,64.64,64.74,65.49,63.9,196.46K,-0.29
27-Apr-15,64.83,65.47,65.61,64.4,189.77K,-0.69
24-Apr-15,65.28,64.75,65.8,64.48,259.49K,0.66
23-Apr-15,64.85,62.88,65.58,62.22,326.74K,3.38
22-Apr-15,62.73,61.9,63.33,61.39,230.06K,1.05
21-Apr-15,62.08,63.52,63.52,61.65,218.31K,-2.16
20-Apr-15,63.45,63.85,64.4,62.1,239.80K,0
17-Apr-15,63.45,64.02,64.5,62.95,220.12K,-0.83
16-Apr-15,63.98,62.9,64.95,62,293.49K,6.07
15-Apr-15,60.32,58.74,60.45,58.74,21.18K,3.23
14-Apr-15,58.43,58.17,59.24,57.76,106.80K,0.86
13-Apr-15,57.93,58.02,59.54,57.46,119.32K,0.1
10-Apr-15,57.87,56.84,58.12,56.25,137.66K,2.3
9-Apr-15,56.57,56.1,58.02,55.97,174.81K,1.84
8-Apr-15,55.55,58.3,58.72,55.45,250.56K,-6.01
7-Apr-15,59.1,57.8,59.27,57.02,236.71K,1.69
6-Apr-15,58.12,55.18,58.24,55.08,126.80K,5.77
2-Apr-15,54.95,56.72,57.28,54,288.97K,-3.77
1-Apr-15,57.1,55.18,57.69,54.7,256.90K,3.61
31-Mar-15,55.11,56.31,56.33,54.72,238.49K,-2.1
30-Mar-15,56.29,55.96,56.65,55.2,220.11K,-0.21
27-Mar-15,56.41,58.97,59.04,55.95,223.86K,-4.7
26-Mar-15,59.19,56.35,59.78,56.3,334.87K,4.8
25-Mar-15,56.48,55.09,57.17,54.7,256.04K,2.49
24-Mar-15,55.11,55.83,56.79,54.85,197.48K,-1.45
23-Mar-15,55.92,55.24,56.19,54.12,191.64K,1.08
20-Mar-15,55.32,54.46,55.67,53.55,186.67K,1.64
19-Mar-15,54.43,56.18,56.2,53.91,209.65K,-2.65
18-Mar-15,55.91,53.28,56.84,52.68,262.44K,4.49
17-Mar-15,53.51,54.1,54.38,52.57,240.29K,0.13
16-Mar-15,53.44,54.41,54.64,52.5,15.64K,-2.25
13-Mar-15,54.67,57.03,57.4,54.43,84.09K,-4.22
12-Mar-15,57.08,57.92,58.81,56.51,129.73K,-0.8
11-Mar-15,57.54,56.45,57.95,55.92,176.06K,2.04
10-Mar-15,56.39,58.37,58.72,56.12,191.78K,-3.66
9-Mar-15,58.53,59.62,60.02,58.38,194.78K,-2.01
6-Mar-15,59.73,60.75,61.3,59.17,181.48K,-1.24
5-Mar-15,60.48,60.6,61.57,60.08,215.12K,-0.12
4-Mar-15,60.55,60.85,60.94,59.47,260.54K,-0.77
3-Mar-15,61.02,60,61.81,59.84,281.78K,2.49
2-Mar-15,59.54,62.5,62.5,59.34,286.07K,-4.86
27-Feb-15,62.58,60.75,62.83,60.51,255.02K,4.21
26-Feb-15,60.05,61.85,62.63,59.66,261.45K,-2.56
25-Feb-15,61.63,58.75,61.73,58.41,279.65K,5.06
24-Feb-15,58.66,59.09,60.3,58.1,245.52K,-0.41
23-Feb-15,58.9,60.3,60.67,58.37,268.64K,-2.19
20-Feb-15,60.22,60.2,61.15,59.82,221.76K,0.02
19-Feb-15,60.21,59.54,60.99,57.8,303.86K,-0.53
18-Feb-15,60.53,62.3,62.46,60.09,224.10K,-3.2
17-Feb-15,62.53,61.68,63,60.27,277.97K,1.84
16-Feb-15,61.4,61.49,62.57,60.71,171.27K,-0.2
13-Feb-15,61.52,59.27,61.77,59.08,348.80K,7.84
12-Feb-15,57.05,55.12,57.5,54.72,16.21K,4.37
11-Feb-15,54.66,56.81,57,53.91,116.81K,-3.14
10-Feb-15,56.43,57.79,58.57,56.11,157.17K,-3.27
9-Feb-15,58.34,57.93,59.61,57.3,213.52K,0.93
6-Feb-15,57.8,56.74,59.06,56.71,253.31K,2.17
5-Feb-15,56.57,54.8,57.87,53.07,338.82K,4.45
4-Feb-15,54.16,57.19,58.06,53.5,359.74K,-6.48
3-Feb-15,57.91,55,59,54.84,414.59K,5.77
2-Feb-15,54.75,52.68,55.62,51.41,402.07K,3.32
30-Jan-15,52.99,49.15,53.08,48.76,335.02K,7.86
29-Jan-15,49.13,48.69,49.25,48.37,236.63K,1.36
28-Jan-15,48.47,49.1,49.72,48.29,275.15K,-2.28
27-Jan-15,49.6,48.25,49.99,47.67,249.57K,2.99
26-Jan-15,48.16,48.56,49.29,47.57,241.38K,-1.29
23-Jan-15,48.79,49.11,49.8,48.55,245.34K,0.56
22-Jan-15,48.52,48.6,50.45,48.02,321.47K,-1.04
21-Jan-15,49.03,48.29,49.59,48.21,268.65K,2.17
20-Jan-15,47.99,48.91,49.48,47.78,259.58K,-1.74
19-Jan-15,48.84,50.1,50.35,48.68,106.77K,-2.65
16-Jan-15,50.17,48.25,50.41,48.07,293.49K,5.24
15-Jan-15,47.67,48.68,50.62,47,17.93K,-2.09
14-Jan-15,48.69,46.84,49.21,45.59,122.34K,4.51
13-Jan-15,46.59,47.06,47.29,45.19,208.06K,-1.77
12-Jan-15,47.43,49.93,49.98,47.16,223.92K,-5.35
9-Jan-15,50.11,51.25,51.44,48.9,285.72K,-1.67
8-Jan-15,50.96,51.06,51.91,49.81,243.42K,-0.37
7-Jan-15,51.15,51.15,51.84,49.66,318.28K,0.1
6-Jan-15,51.1,53.2,53.6,50.52,338.88K,-3.78
5-Jan-15,53.11,56.25,56.3,52.66,289.89K,-5.87
2-Jan-15,56.42,58.02,58.54,55.48,177.98K,-1.59
31-Dec-14,57.33,57.35,57.68,55.81,148.14K,-0.98
30-Dec-14,57.9,57.93,58.39,56.74,154.11K,0.03
29-Dec-14,57.88,59.65,60.43,57.37,155.11K,-2.64
26-Dec-14,59.45,60.19,60.97,59.21,48.78K,-1.31
24-Dec-14,60.24,61.63,61.71,59.37,108.67K,-2.35
23-Dec-14,61.69,60.24,62.14,59.84,159.86K,2.63
22-Dec-14,60.11,61.99,62.97,59.84,195.79K,-2.07
19-Dec-14,61.38,59.85,62.66,59.05,222.07K,3.56
18-Dec-14,59.27,60.94,63.7,59.17,294.89K,-3.12
17-Dec-14,61.18,59.9,63.4,58.71,304.05K,2.21
16-Dec-14,59.86,60.65,61.01,58.5,19.70K,-1.97
15-Dec-14,61.06,61.2,63.25,60.2,107.89K,-1.28
12-Dec-14,61.85,63.01,63.66,61.35,153.89K,-2.87
11-Dec-14,63.68,64.47,65.13,63.05,185.63K,-0.87
10-Dec-14,64.24,66.25,66.36,63.56,249.64K,-3.89
9-Dec-14,66.84,66,67.04,65.29,190.52K,0.98
8-Dec-14,66.19,68.79,68.79,65.93,191.67K,-4.17
5-Dec-14,69.07,69.53,69.82,68.1,196.04K,-0.82
4-Dec-14,69.64,70.15,70.6,68.81,190.55K,-0.4
3-Dec-14,69.92,70.95,71.46,69.5,244.86K,-0.88
2-Dec-14,70.54,72.51,73.03,70.4,252.52K,-2.76
1-Dec-14,72.54,70.15,73.02,67.53,369.85K,3.41
28-Nov-14,70.15,72.58,73.41,69.78,262.03K,-3.35
27-Nov-14,72.58,77.4,77.46,71.25,244.65K,-6.65
26-Nov-14,77.75,78.28,78.86,77.3,202.19K,-0.74
25-Nov-14,78.33,79.45,80.44,78.05,256.83K,-1.69
24-Nov-14,79.68,80.5,80.85,79.4,151.15K,-0.85
21-Nov-14,80.36,79.95,81.61,79.07,264.61K,1.3
20-Nov-14,79.33,78.16,79.95,77.56,206.38K,1.57
19-Nov-14,78.1,78.41,79.45,78.04,247.15K,-0.47
18-Nov-14,78.47,79.01,79.95,78.21,209.55K,-1.06
17-Nov-14,79.31,79.5,79.6,77.94,189.08K,-0.13
14-Nov-14,79.41,77.67,79.75,76.76,267.61K,1.91
13-Nov-14,77.92,79.97,80.2,77.83,21.79K,-3.06
12-Nov-14,80.38,81.25,81.65,79.72,116.12K,-1.58
11-Nov-14,81.67,82.13,82.38,80.46,213.42K,-0.81
10-Nov-14,82.34,83.26,84.97,81.88,219.91K,-1.26
7-Nov-14,83.39,82.67,83.86,82.16,195.44K,0.64
6-Nov-14,82.86,83.1,83.27,82.05,224.78K,-0.11
5-Nov-14,82.95,82.78,84.45,81.63,364.45K,0.16
4-Nov-14,82.82,84.21,84.43,82.08,313.67K,-2.31
3-Nov-14,84.78,85.85,86.4,84.01,248.17K,-1.26
31-Oct-14,85.86,86.02,86.25,84.6,225.37K,-0.44
30-Oct-14,86.24,86.93,87.1,85.71,191.86K,-1.01
29-Oct-14,87.12,86.1,87.94,86.06,243.75K,1.27
28-Oct-14,86.03,85.5,86.38,85.08,198.83K,0.23
27-Oct-14,85.83,86.08,86.25,84.55,228.43K,-0.35
24-Oct-14,86.13,86.78,86.78,85.29,208.22K,-0.81
23-Oct-14,86.83,84.71,87.19,84.12,306.98K,2.5
22-Oct-14,84.71,86.46,87.07,84.47,264.81K,-1.75
21-Oct-14,86.22,85.13,86.49,85.1,258.39K,0.96
20-Oct-14,85.4,86.35,86.7,84.41,247.60K,-0.88
17-Oct-14,86.16,86.5,87.34,85.49,280.47K,2
16-Oct-14,84.47,83.45,85,82.6,14.94K,0.82
15-Oct-14,83.78,85.54,85.62,83.02,86.48K,-1.48
14-Oct-14,85.04,88.23,88.74,84.48,141.66K,-4.33
13-Oct-14,88.89,89.89,90.18,87.74,146.53K,-1.46
10-Oct-14,90.21,89.1,90.49,88.11,197.68K,0.18
9-Oct-14,90.05,91.62,91.85,88.42,216.47K,-1.46
8-Oct-14,91.38,91.89,91.89,90.57,207.63K,-0.79
7-Oct-14,92.11,92.81,92.99,91.4,222.63K,-0.73
6-Oct-14,92.79,91.9,93.21,91.25,203.60K,0.52
3-Oct-14,92.31,93.75,94.06,91.48,239.60K,-1.19
2-Oct-14,93.42,94.3,94.37,91.55,285.90K,-0.79
1-Oct-14,94.16,94.77,96.23,93.78,247.99K,-0.54
30-Sep-14,94.67,97.15,97.8,94.24,261.95K,-2.6
29-Sep-14,97.2,96.81,97.34,96.27,170.23K,0.21
26-Sep-14,97,97.11,97.5,96.46,165.60K,0
25-Sep-14,97,97.03,97.56,96.22,190.33K,0.05
24-Sep-14,96.95,96.89,97.33,95.6,216.74K,0.1
23-Sep-14,96.85,96.91,97.59,96.55,192.36K,-0.12
22-Sep-14,96.97,98.5,98.5,96.38,171.14K,-1.44
19-Sep-14,98.39,97.65,98.49,97.18,158.39K,0.71
18-Sep-14,97.7,98.69,99.14,97.42,193.58K,-1.28
17-Sep-14,98.97,98.95,99.61,98.51,190.17K,-0.08
16-Sep-14,99.05,97.96,99.45,97.44,199.77K,2.48
15-Sep-14,96.65,96.9,97.33,96.21,19.95K,-0.47
12-Sep-14,97.11,98.25,98.8,96.83,103.49K,-0.99
11-Sep-14,98.08,98.12,98.49,96.72,144.79K,0.04
10-Sep-14,98.04,99.35,99.47,97.6,203.28K,-1.13
9-Sep-14,99.16,100.2,100.62,99.03,172.50K,-1.04
8-Sep-14,100.2,100.8,101,99.36,197.61K,-0.61
5-Sep-14,100.82,101.87,102.44,100.35,202.14K,-0.99
4-Sep-14,101.83,102.41,102.95,101.7,218.44K,-0.91
3-Sep-14,102.77,100.4,103.13,100.4,233.64K,2.42
2-Sep-14,100.34,102.64,102.86,100.17,243.85K,-2.38
1-Sep-14,102.79,102.95,103.3,102.56,73.33K,-0.39
29-Aug-14,103.19,102.51,103.3,102.49,169.33K,0.71
28-Aug-14,102.46,102.54,103.2,102.25,184.78K,-0.25
27-Aug-14,102.72,102.42,103.07,102.05,146.23K,0.21
26-Aug-14,102.5,102.71,103.4,102.35,149.83K,-0.15
25-Aug-14,102.65,102.1,102.82,101.65,82.94K,0.35
22-Aug-14,102.29,102.67,102.83,102,132.51K,-0.33
21-Aug-14,102.63,102.14,102.79,101.21,179.61K,0.34
20-Aug-14,102.28,101.5,102.37,101.44,166.19K,0.71
19-Aug-14,101.56,101.62,102.07,101.07,177.10K,-0.04
18-Aug-14,101.6,103.21,103.3,101.11,181.10K,-1.86
15-Aug-14,103.53,102.05,103.76,102.05,199.63K,1.49
14-Aug-14,102.01,104.06,104.33,101.92,18.57K,-2.18
13-Aug-14,104.28,102.84,104.35,102.37,99.10K,1.22
12-Aug-14,103.02,104.5,104.61,102.65,139.91K,-1.59
11-Aug-14,104.68,105,105.43,104.35,143.61K,-0.32
8-Aug-14,105.02,105.67,106.85,104.67,203.74K,-0.4
7-Aug-14,105.44,104.64,105.92,104.16,189.82K,0.81
6-Aug-14,104.59,104.88,105.44,104.54,204.92K,-0.02
5-Aug-14,104.61,105.5,105.65,104.07,209.18K,-0.76
4-Aug-14,105.41,104.82,105.71,104.52,207.79K,0.54
1-Aug-14,104.84,105.6,106.12,104.39,216.36K,-1.11
31-Jul-14,106.02,106.06,106.59,105.41,234.55K,-0.46
30-Jul-14,106.51,107.5,107.86,105.84,218.39K,-1.12
29-Jul-14,107.72,107.46,108.05,107.13,176.64K,0.14
28-Jul-14,107.57,108.3,108.38,107.01,139.52K,-0.76
25-Jul-14,108.39,107.2,108.46,106.73,253.17K,1.23
24-Jul-14,107.07,108.15,108.21,106.83,179.57K,-0.89
23-Jul-14,108.03,106.87,108.25,106.87,207.15K,0.65
22-Jul-14,107.33,107.8,108.4,106.83,183.10K,-0.33
21-Jul-14,107.68,107.15,107.87,106.79,211.70K,0.41
18-Jul-14,107.24,108.5,108.62,106.94,210.88K,-0.6
17-Jul-14,107.89,107.13,108.6,106.8,296.51K,1.93
16-Jul-14,105.85,105.9,106.58,105.72,11.52K,-0.16
15-Jul-14,106.02,106.81,106.9,104.39,63.86K,-0.9
14-Jul-14,106.98,106.42,107.5,106.21,99.20K,0.3
11-Jul-14,106.66,108.58,108.74,106.27,171.04K,-1.85
10-Jul-14,108.67,108.15,108.88,107.76,152.47K,0.36
9-Jul-14,108.28,108.97,109,108.12,173.18K,-0.61
8-Jul-14,108.94,110,110.16,108.69,232.73K,-1.18
7-Jul-14,110.24,110.65,110.92,109.88,152.51K,-0.36
4-Jul-14,110.64,111.05,111.29,110.56,71.85K,-0.32
3-Jul-14,111,111,111.17,110.53,218.98K,-0.22
2-Jul-14,111.24,112.19,112.42,110.92,269.76K,-0.94
1-Jul-14,112.29,112.5,112.83,111.85,229.19K,-0.06
30-Jun-14,112.36,113.3,113.3,112.16,221.84K,-0.83
27-Jun-14,113.3,113.07,113.71,112.9,135.71K,0.08
26-Jun-14,113.21,114.24,114.29,113,180.86K,-0.69
25-Jun-14,114,114.31,114.65,113.23,211.91K,-0.4
24-Jun-14,114.46,113.9,114.83,113.55,230.49K,0.3
23-Jun-14,114.12,114.99,115.66,113.86,220.72K,-0.6
20-Jun-14,114.81,114.92,115.11,114.43,198.84K,-0.22
19-Jun-14,115.06,114.22,115.71,114.15,250.24K,0.7
18-Jun-14,114.26,113.46,114.54,113.05,240.75K,0.71
17-Jun-14,113.45,112.97,113.8,112.16,240.52K,0.45
16-Jun-14,112.94,112.73,113.28,112.33,175.90K,-0.41
13-Jun-14,113.41,113.75,114.69,112.75,16.05K,0.35
12-Jun-14,113.02,110.09,113.34,110,133.07K,2.79
11-Jun-14,109.95,109.61,110.25,109.44,131.57K,0.39
